name,serving_size,calories,saturated_fat,protein,carbohydrate,fat,fiber,sugars,saturated_fatty_acids,monounsaturated_fatty_acids,Category,Type
"Pork, broiled, cooked, boneless, separable lean only, country-style ribs, loin, fresh",100 g,216,2.8g,27.83 g,0.00 g,11.65 g,0.0 g,0.00 g,2.831 g,3.301 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",100 g,132,1.6g,22.11 g,0.00 g,4.19 g,0.0 g,0.00 g,1.553 g,1.756 g,Protein,Red Meat
"Chicken, original seasoning, rotisserie, cooked, meat only, thigh, broilers or fryers",100 g,196,2.9g,24.06 g,0.00 g,11.09 g,0.0 g,0.00 g,2.866 g,4.878 g,Protein,Poultry
"Cereals, with salt, cooked with water, enriched, regular and quick, white, corn grits",100 g,71,0.1g,1.71 g,14.76 g,0.46 g,0.8 g,0.12 g,0.066 g,0.064 g,Mixed,Other
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100 g,187,4.4g,19.46 g,1.75 g,11.40 g,0.0 g,0.00 g,4.359 g,5.171 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100 g,169,3.6g,20.05 g,1.15 g,9.39 g,0.0 g,0.00 g,3.626 g,4.082 g,Protein,Red Meat
"Pork, raw, separable lean and fat, bone-in, center rib (chops or roasts), loin, fresh",100 g,186,2.4g,20.28 g,0.00 g,11.04 g,0.0 g,0.00 g,2.365 g,2.756 g,Protein,Red Meat
"Pork, braised, cooked, separable lean only, bone-in, center loin (chops), loin, fresh",100 g,200,2.7g,30.20 g,0.00 g,7.86 g,0.0 g,0.00 g,2.671 g,3.114 g,Protein,Red Meat
"Pork, broiled, cooked, separable lean only, boneless, center rib (chops), loin, fresh",100 g,216,3.6g,29.46 g,0.00 g,10.05 g,0.0 g,0,3.570 g,4.600 g,Protein,Red Meat
"Pork, braised, cooked, separable lean only, boneless, center rib (chops), loin, fresh",100 g,211,4g,27.95 g,0.00 g,10.14 g,0.0 g,0.00 g,3.960 g,4.850 g,Protein,Red Meat
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100 g,156,3.1g,20.16 g,0.00 g,7.73 g,0.0 g,0.00 g,3.066 g,3.324 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100 g,145,2.5g,20.80 g,0.00 g,6.28 g,0.0 g,0.00 g,2.489 g,2.699 g,Protein,Red Meat
"VAN'S, Gluten Free, Crispy Six Whole Grain + Four Seed Baked Crackers, The Perfect 10",100 g,471,,7.63 g,67.57 g,18.93 g,0,0,0,0,Carbs,Other
"Pork, broiled, cooked, separable lean only, bone-in, center rib (chops), loin, fresh",100 g,186,2.8g,25.79 g,0.00 g,8.36 g,0.0 g,0.00 g,2.816 g,3.482 g,Protein,Red Meat
"Pork, braised, cooked, separable lean and fat, bone-in, sirloin (chops), loin, fresh",100 g,234,4.3g,28.81 g,0.00 g,12.31 g,0.0 g,0.00 g,4.294 g,5.180 g,Protein,Red Meat
"Pork, broiled, cooked, separable lean and fat, bone-in, sirloin (chops), loin, fresh",100 g,222,4g,26.96 g,0.00 g,11.82 g,0.0 g,0.00 g,4.045 g,4.842 g,Protein,Red Meat
"Pork, roasted, heated, separable lean only, bone-in, rump, ham -- water added, cured",100 g,121,1.3g,21.41 g,0.87 g,3.56 g,0.0 g,0.84 g,1.254 g,1.610 g,Protein,Red Meat
"Pork, unheated, separable lean and fat, bone-in, slice, ham and water product, cured",100 g,149,3.1g,13.69 g,2.72 g,9.29 g,0.0 g,0.85 g,3.076 g,4.212 g,Protein,Red Meat
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",100 g,132,1.9g,19.99 g,0.00 g,5.20 g,0.0 g,0,1.860 g,2.090 g,Protein,Other
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, tip round, round",100 g,189,4.6g,19.60 g,0.00 g,11.67 g,0.0 g,0,4.600 g,5.000 g,Protein,Red Meat
"Pork, broiled, cooked, bone-in, separable lean only, country-style ribs, loin, fresh",100 g,216,3.1g,27.83 g,0.00 g,11.65 g,0.0 g,0.00 g,3.096 g,3.610 g,Protein,Red Meat
"Chicken, original seasoning, rotisserie, cooked, meat only, back, broilers or fryers",100 g,205,3g,25.34 g,0.00 g,11.54 g,0.0 g,0.00 g,3.007 g,4.898 g,Protein,Poultry
"Chicken, original seasoning, rotisserie, cooked, meat only, wing, broilers or fryers",100 g,197,2.2g,27.69 g,0.00 g,9.53 g,0.0 g,0.00 g,2.223 g,3.766 g,Protein,Poultry
"Beef, braised, cooked, separable lean only, brisket point end, imported, New Zealand",100 g,202,2.2g,34.51 g,0.00 g,7.05 g,0.0 g,0.00 g,2.220 g,2.976 g,Protein,Red Meat
"Duck, braised, cooked without skin, bone in, meat only, leg, White Pekin, domesticated, young duckling",100 g,178,1.3g,29.10 g,0.00 g,5.96 g,0,0,1.339 g,2.637 g,Protein,Other
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak",100 g,192,3.5g,28.98 g,0.00 g,8.48 g,0.0 g,0.00 g,3.534 g,4.015 g,Protein,Red Meat
"Duck, broiled, cooked without skin, boneless, meat only, breast, White Pekin, domesticated, young duckling",100 g,140,0.6g,27.60 g,0.00 g,2.50 g,0,0,0.578 g,0.871 g,Protein,Other
"Fruit cocktail, solids and liquids, water pack, canned, (peach and pineapple and pear and grape and cherry)",100 g,32,,0.42 g,8.51 g,0.05 g,1.0 g,7.51 g,0.006 g,0.009 g,Mixed,Other
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,137,2.6g,20.61 g,0.00 g,6.01 g,0.0 g,0.00 g,2.550 g,3.110 g,Protein,Red Meat
"Beef, raw, separable lean only, boneless, top sirloin cap-off steak/roast, loin, grass-fed, imported, Australian",100 g,122,1.6g,21.90 g,0.00 g,3.87 g,0.0 g,0.00 g,1.601 g,1.495 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",100 g,166,1.7g,28.01 g,0.00 g,5.17 g,0.0 g,0.00 g,1.716 g,2.006 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",100 g,209,4.7g,26.53 g,0.00 g,11.46 g,0.0 g,0.00 g,4.730 g,4.730 g,Protein,Red Meat
"Lamb, roasted, cooked, trimmed to 0"" fat, separable lean and fat, bone-in, denuded, frenched, roast, rack, fresh, imported, Australian",100 g,193,4.7g,25.95 g,0.00 g,9.91 g,0.0 g,0.00 g,4.743 g,3.972 g,Protein,Other
"Lamb, roasted, cooked, trimmed to 0"" fat, separable lean only, bone-in, denuded, frenched, roast, rack, fresh, imported, Australian",100 g,175,3.5g,26.52 g,0.00 g,7.63 g,0.0 g,0.00 g,3.540 g,3.093 g,Protein,Other
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",100 g,182,2.8g,26.30 g,0.00 g,7.66 g,0.0 g,0.00 g,2.765 g,3.044 g,Protein,Red Meat
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, heel on, hindshank, leg, fresh, imported, Australian",100 g,204,4.3g,29.52 g,0.00 g,9.50 g,0.0 g,0.00 g,4.293 g,3.788 g,Protein,Other
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, heel on, hindshank, leg, fresh, imported, Australian",100 g,174,2.2g,30.73 g,0.00 g,5.63 g,0.0 g,0.00 g,2.241 g,2.293 g,Protein,Other
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",100 g,184,3g,26.07 g,0.00 g,8.11 g,0.0 g,0.00 g,3.031 g,3.380 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",100 g,176,2.2g,26.66 g,0.00 g,6.94 g,0.0 g,0.00 g,2.235 g,2.373 g,Protein,Red Meat
"Pork, raw, separable lean and fat, (includes cuts to be cured), and spareribs, shoulder, loin, composite of trimmed leg, fresh",100 g,211,4.9g,18.22 g,0.00 g,14.79 g,0.0 g,0.00 g,4.918 g,6.102 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",100 g,177,2.8g,26.22 g,0.00 g,7.20 g,0.0 g,0.00 g,2.833 g,2.933 g,Protein,Red Meat
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, whole (shank and sirloin), leg, fresh, imported, Australian",100 g,190,3.3g,27.31 g,0.00 g,8.10 g,0,0,3.297 g,3.304 g,Protein,Other
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,183,3.4g,26.65 g,0.00 g,8.46 g,0.0 g,0.00 g,3.422 g,4.167 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",100 g,172,1.7g,26.45 g,0.00 g,6.43 g,0.0 g,0.00 g,1.700 g,3.284 g,Protein,Red Meat
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, boneless, sirloin chops, leg, fresh, imported, Australian",100 g,188,3.2g,27.63 g,0.00 g,7.80 g,0,0,3.159 g,3.177 g,Protein,Other
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",100 g,181,2.7g,26.07 g,0.00 g,7.68 g,0.0 g,0.00 g,2.737 g,2.872 g,Protein,Red Meat
"Cereals, without salt, cooked with water, quick (1-3 minutes), assorted brands including CREAM OF WHEAT, enriched, farina",100 g,55,0.1g,1.82 g,10.92 g,0.34 g,0.8 g,0.76 g,0.066 g,0.038 g,Mixed,Nuts and Seeds (Vegan)
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, boneless, sirloin half, leg, fresh, imported, Australian",100 g,215,4.5g,27.75 g,0.00 g,10.65 g,0,0,4.508 g,4.182 g,Protein,Other
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",100 g,183,3.1g,26.75 g,0.00 g,7.68 g,0,0,3.111 g,3.129 g,Protein,Other
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, frenched, rib chop/rack roast, fresh, imported, Australian",100 g,147,2.5g,24.07 g,0.00 g,5.59 g,0.0 g,0.00 g,2.532 g,2.409 g,Protein,Other
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, trotter off, leg, fresh, imported, Australian",100 g,215,4.4g,32.08 g,0.00 g,9.59 g,0.0 g,0.00 g,4.359 g,4.170 g,Protein,Other
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",100 g,182,2.5g,27.52 g,0.00 g,7.10 g,0.0 g,0.00 g,2.541 g,3.174 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",100 g,182,4.8g,18.99 g,0.36 g,11.64 g,0.0 g,0.00 g,4.831 g,5.643 g,Protein,Red Meat
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,190,3.8g,26.41 g,0.00 g,9.36 g,0.0 g,0.00 g,3.751 g,4.691 g,Protein,Red Meat
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,172,2.9g,27.02 g,0.00 g,7.12 g,0.0 g,0.00 g,2.929 g,3.380 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",100 g,141,2g,20.67 g,0.00 g,5.88 g,0.0 g,0.00 g,1.985 g,2.937 g,Protein,Red Meat
"Lamb, braised, cooked, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",100 g,223,3.2g,33.69 g,0.00 g,8.80 g,0.0 g,0.00 g,3.150 g,3.540 g,Protein,Other
"Lamb, broiled, cooked, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",100 g,186,2.6g,28.08 g,0.00 g,7.33 g,0.0 g,0,2.620 g,2.950 g,Protein,Other
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",100 g,223,4.5g,28.57 g,0.00 g,11.15 g,0.0 g,0.00 g,4.534 g,5.081 g,Protein,Red Meat
"Lamb, cooked, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts, fresh, imported, Australian",100 g,201,4g,26.71 g,0.00 g,9.63 g,0,0,4.048 g,3.857 g,Protein,Other
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, boneless, tenderloin, fresh, imported, Australian",100 g,187,2.3g,30.87 g,0.00 g,7.02 g,0.0 g,0.00 g,2.251 g,2.077 g,Protein,Other
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",100 g,170,4.1g,19.42 g,0.49 g,9.99 g,0.0 g,0.00 g,4.132 g,4.889 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",100 g,172,4.4g,19.20 g,0.09 g,10.50 g,0.0 g,0.00 g,4.370 g,5.047 g,Protein,Red Meat
"Lamb, raw,   trimmed to 1/8"" fat, separable lean only, whole (arm and blade), shoulder, fresh, imported, Australian",100 g,155,3.4g,19.36 g,0.00 g,8.01 g,0,0,3.355 g,3.214 g,Protein,Other
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin",100 g,198,3.4g,29.06 g,0.00 g,9.11 g,0.0 g,0.00 g,3.435 g,3.980 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast, loin",100 g,170,1.7g,29.12 g,0.00 g,5.92 g,0.0 g,0.00 g,1.742 g,2.323 g,Protein,Red Meat
"Beef, raw, separable lean and fat, boneless, top sirloin cap-off steak/roast, loin, grass-fed, imported, Australian",100 g,127,1.9g,21.77 g,0.01 g,4.45 g,0.0 g,0.00 g,1.859 g,1.730 g,Protein,Red Meat
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, boneless, bottom, leg, fresh, imported, Australian",100 g,190,3.2g,28.60 g,0.00 g,8.35 g,0.0 g,0.00 g,3.224 g,3.231 g,Protein,Other
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",100 g,191,3g,27.22 g,0.00 g,8.30 g,0.0 g,0.00 g,2.954 g,3.759 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin butt, loin",100 g,182,3.1g,26.75 g,0.00 g,8.34 g,0.0 g,0.00 g,3.108 g,4.205 g,Protein,Red Meat
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, boneless, tenderloin, fresh, imported, Australian",100 g,184,2.1g,30.97 g,0.00 g,6.71 g,0.0 g,0.00 g,2.084 g,1.953 g,Protein,Other
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, heel on, hindshank, leg, fresh, imported, Australian",100 g,122,1.3g,22.49 g,0.00 g,3.53 g,0.0 g,0.00 g,1.269 g,1.335 g,Protein,Other
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic",100 g,204,4.1g,24.94 g,0.00 g,10.77 g,0.0 g,0.00 g,4.080 g,4.360 g,Protein,Other
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic",100 g,210,3.9g,27.12 g,0.00 g,10.50 g,0.0 g,0.00 g,3.880 g,4.240 g,Protein,Other
"Fruit cocktail, solids and liquids, extra light syrup, canned, (peach and pineapple and pear and grape and cherry)",100 g,45,,0.40 g,11.63 g,0.07 g,1.1 g,0,0.010 g,0.014 g,Vegetables,Vegetables (Vegan)
"Beef, raw, separable lean and fat, boneless, top round cap-off steak/roast, round, grass-fed, imported, Australian",100 g,129,1.8g,22.24 g,0.00 g,4.40 g,0.0 g,0.00 g,1.770 g,1.846 g,Protein,Red Meat
"Fruit cocktail, solids and liquids, extra heavy syrup, canned, (peach and pineapple and pear and grape and cherry)",100 g,88,,0.39 g,22.89 g,0.07 g,1.1 g,0,0.010 g,0.013 g,Carbs,Other
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",100 g,202,3.4g,29.53 g,0.00 g,8.41 g,0.0 g,0.00 g,3.413 g,3.875 g,Protein,Red Meat
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts, fresh, imported, Australian",100 g,142,2.5g,20.25 g,0.00 g,6.18 g,0,0,2.540 g,2.530 g,Protein,Other
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",100 g,143,2.1g,20.39 g,0.00 g,6.12 g,0.0 g,0.00 g,2.083 g,3.439 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",100 g,140,1.8g,21.13 g,0.00 g,5.51 g,0.0 g,0.00 g,1.791 g,1.933 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100 g,181,2.7g,28.26 g,0.73 g,7.23 g,0.0 g,0.00 g,2.653 g,3.404 g,Protein,Red Meat
"Pork, cooked, separable lean and fat, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), fresh",100 g,238,4.9g,26.36 g,0.00 g,13.89 g,0.0 g,0.00 g,4.893 g,5.976 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",100 g,144,2.1g,20.54 g,0.00 g,6.22 g,0.0 g,0.00 g,2.088 g,2.136 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",100 g,180,5g,19.18 g,0.00 g,11.48 g,0.0 g,0.00 g,5.042 g,5.837 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100 g,167,1.6g,29.66 g,0.00 g,4.46 g,0.0 g,0.00 g,1.615 g,1.876 g,Protein,Red Meat
"Lamb, slow roasted, cooked, separable lean and fat, shank off, chump off, tunnel-boned leg, imported, New Zealand",100 g,208,4.8g,23.41 g,0.03 g,12.68 g,0.0 g,0.00 g,4.788 g,3.574 g,Protein,Other
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (shank and sirloin), leg, domestic",100 g,191,2.8g,28.30 g,0.00 g,7.74 g,0.0 g,0.00 g,2.760 g,3.390 g,Protein,Other
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",100 g,159,1.7g,29.66 g,0.00 g,4.47 g,0.0 g,0.00 g,1.669 g,1.935 g,Protein,Red Meat
"Fruit salad, solids and liquids, extra heavy syrup, canned, (peach and pear and apricot and pineapple and cherry)",100 g,88,,0.33 g,22.77 g,0.06 g,1.0 g,0,0.009 g,0.012 g,Carbs,Other
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",100 g,207,3.7g,29.16 g,0.00 g,9.12 g,0.0 g,0.00 g,3.667 g,4.002 g,Protein,Red Meat
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100 g,228,5g,31.41 g,0.00 g,11.43 g,0.0 g,0.00 g,4.990 g,5.750 g,Protein,Red Meat
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",100 g,216,4g,30.54 g,0.00 g,10.46 g,0.0 g,0.00 g,4.002 g,5.068 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",100 g,210,4.5g,27.59 g,0.00 g,11.07 g,0.0 g,0.00 g,4.528 g,5.298 g,Protein,Red Meat
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",100 g,220,3.6g,32.07 g,0.00 g,10.18 g,0.0 g,0.00 g,3.638 g,4.225 g,Protein,Red Meat
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, whole (shank and sirloin), leg, fresh, imported, Australian",100 g,135,2.1g,20.46 g,0.00 g,5.23 g,0,0,2.081 g,2.190 g,Protein,Other
"Beef, raw, select, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",100 g,157,3.4g,19.71 g,0.21 g,8.54 g,0.0 g,0.00 g,3.449 g,4.048 g,Protein,Red Meat
"Cereals, without salt, cooked with water (includes boiling and microwaving), unenriched, regular and quick, oats",100 g,71,0.3g,2.54 g,12.00 g,1.52 g,1.7 g,0.27 g,0.310 g,0.435 g,Mixed,Other
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",100 g,178,4.6g,19.23 g,0.67 g,10.96 g,0.0 g,0.00 g,4.588 g,5.450 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",100 g,212,4.4g,25.29 g,0.00 g,11.52 g,0.0 g,0.00 g,4.423 g,4.568 g,Protein,Red Meat
"Beef, raw, separable lean only, boneless, top round cap-off steak/roast, round, grass-fed, imported, Australian",100 g,129,1.8g,22.41 g,0.00 g,4.43 g,0.0 g,0.00 g,1.783 g,1.860 g,Protein,Red Meat
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast, loin",100 g,173,2g,28.97 g,0.00 g,6.37 g,0.0 g,0.00 g,1.994 g,2.693 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin",100 g,184,2.7g,29.67 g,0.00 g,7.26 g,0.0 g,0.00 g,2.713 g,3.064 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin",100 g,208,3.9g,28.66 g,0.00 g,10.34 g,0.0 g,0.00 g,3.917 g,4.590 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",100 g,177,2.5g,27.12 g,0.00 g,6.78 g,0.0 g,0.00 g,2.527 g,2.712 g,Protein,Red Meat
"Pork, pan-broiled, cooked, with added solution, separable lean and fat, boneless, top loin (chops), loin, fresh",100 g,190,2.7g,28.35 g,0.00 g,7.66 g,0.0 g,0.00 g,2.725 g,3.500 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",100 g,228,4.4g,27.00 g,1.00 g,12.90 g,0.0 g,0.00 g,4.361 g,5.848 g,Protein,Red Meat
"Cherries, solids and liquids (includes USDA commodity red tart cherries, canned), water pack, canned, red, sour",100 g,36,,0.77 g,8.94 g,0.10 g,1.1 g,7.60 g,0.023 g,0.027 g,Mixed,Other
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast, loin",100 g,165,1.4g,29.35 g,0.00 g,5.25 g,0.0 g,0.00 g,1.364 g,1.767 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,211,3.5g,30.50 g,0.00 g,8.91 g,0.0 g,0.00 g,3.525 g,3.980 g,Protein,Red Meat
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, sirloin chops, leg, fresh, imported, Australian",100 g,132,1.9g,20.43 g,0.00 g,4.91 g,0,0,1.948 g,2.034 g,Protein,Other
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,163,1.4g,29.85 g,0.00 g,3.90 g,0.0 g,0.00 g,1.375 g,1.602 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100 g,212,4.2g,27.86 g,0.00 g,10.37 g,0.0 g,0.00 g,4.219 g,4.609 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",100 g,189,2.7g,29.99 g,0.00 g,6.74 g,0.0 g,0.00 g,2.685 g,2.940 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",100 g,167,1.8g,29.96 g,0.00 g,4.28 g,0.0 g,0.00 g,1.788 g,2.056 g,Protein,Red Meat
"Pork, braised, with added solution cooked, separable lean only, blade (steaks), (Boston butt), shoulder, fresh",100 g,227,4.6g,27.58 g,0.00 g,12.14 g,0.0 g,0.00 g,4.620 g,5.702 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",100 g,140,2.6g,21.13 g,0.31 g,6.07 g,0.0 g,0.00 g,2.580 g,3.160 g,Protein,Red Meat
"Lamb, slow roasted, cooked, separable lean only, shank off, chump off, tunnel-boned leg, imported, New Zealand",100 g,159,2g,25.29 g,0.00 g,6.44 g,0.0 g,0.00 g,2.035 g,1.841 g,Protein,Other
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",100 g,211,3.9g,29.22 g,0.00 g,9.52 g,0.0 g,0.00 g,3.899 g,4.499 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,234,4.3g,29.99 g,0.00 g,12.69 g,0.0 g,0.00 g,4.315 g,5.490 g,Protein,Red Meat
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, bone-in, trotter off, leg, fresh, imported, Australian",100 g,175,4.5g,21.95 g,0.00 g,9.73 g,0.0 g,0.00 g,4.464 g,3.934 g,Protein,Other
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",100 g,145,2.3g,20.51 g,0.00 g,6.36 g,0.0 g,0.00 g,2.328 g,2.430 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",100 g,142,2g,20.93 g,0.00 g,5.79 g,0.0 g,0.00 g,1.988 g,1.979 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100 g,170,2.3g,28.36 g,0.22 g,6.14 g,0.0 g,0.00 g,2.275 g,2.864 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100 g,189,2.9g,28.19 g,1.07 g,7.96 g,0.0 g,0.00 g,2.905 g,3.763 g,Protein,Red Meat
